Name,Degree,Module,Year,Degree Credit
PSY-887,MSc Psychology,Embrace Vertical Interfaces,1,MSc Psychology_Year_1
PSY-212,MSc Psychology,Implement 24/365 Infrastructures,1,MSc Psychology_Year_1
PSY-113,MSc Psychology,Expedite Virtual Communities,1,MSc Psychology_Year_1
PSY-925,MSc Psychology,Reinvent B2B Deliverables,1,MSc Psychology_Year_1
PSY-623,MSc Psychology,Implement Front-End Metrics,2,MSc Psychology_Year_2
PSY-283,MSc Psychology,Integrate Turn-Key Roi,2,MSc Psychology_Year_2
PSY-453,MSc Psychology,Implement Impactful Paradigms,2,MSc Psychology_Year_2
PSY-933,MSc Psychology,Scale Intuitive Synergies,2,MSc Psychology_Year_2
PSY-460,MSc Psychology,Integrate Revolutionary Channels,2,MSc Psychology_Year_2
PSY-181,MSc Psychology,Matrix Robust Web-Readiness,2,MSc Psychology_Year_2
PSY-149,MSc Psychology,Strategize E-Business Initiatives,2,MSc Psychology_Year_2
PSY-754,MSc Psychology,Target Sticky Experiences,2,MSc Psychology_Year_2
PSY-164,MSc Psychology,Synthesize Virtual Applications,2,MSc Psychology_Year_2
PSY-668,MSc Psychology,Productize Scalable Methodologies,2,MSc Psychology_Year_2
PSY-457,MSc Psychology,Target Killer Deliverables,3,MSc Psychology_Year_3
PSY-483,MSc Psychology,Seize Intuitive Schemas,3,MSc Psychology_Year_3
PSY-461,MSc Psychology,Deliver Transparent Convergence,3,MSc Psychology_Year_3
PSY-936,MSc Psychology,Cultivate Efficient Mindshare,3,MSc Psychology_Year_3
PSY-477,MSc Psychology,Benchmark Next-Generation Info-Mediaries,3,MSc Psychology_Year_3
PSY-888,MSc Psychology,Productize Bricks-And-Clicks Web Services,3,MSc Psychology_Year_3
PSY-518,MSc Psychology,Seize Vertical Paradigms,3,MSc Psychology_Year_3
PSY-119,MSc Psychology,Deliver Wireless Methodologies,3,MSc Psychology_Year_3
PSY-469,MSc Psychology,Seize Intuitive Platforms,3,MSc Psychology_Year_3
PSY-956,MSc Psychology,Empower Synergistic Paradigms,3,MSc Psychology_Year_3
PSY-176,MSc Psychology,Leverage Sticky E-Markets,4,MSc Psychology_Year_4
PSY-254,MSc Psychology,Monetize Magnetic E-Tailers,4,MSc Psychology_Year_4
PSY-761,MSc Psychology,Engage Efficient Infrastructures,4,MSc Psychology_Year_4
PSY-506,MSc Psychology,Incentivize Viral Solutions,4,MSc Psychology_Year_4
PSY-655,MSc Psychology,E-Enable Plug-And-Play Systems,4,MSc Psychology_Year_4
PSY-584,MSc Psychology,Streamline Front-End Partnerships,4,MSc Psychology_Year_4
PSY-215,MSc Psychology,Re-Contextualize Turn-Key Eyeballs,4,MSc Psychology_Year_4
PSY-113,MSc Psychology,Empower Collaborative Models,4,MSc Psychology_Year_4
PSY-941,MSc Psychology,Productize Synergistic Initiatives,4,MSc Psychology_Year_4
PSY-690,MSc Psychology,Synergize B2C E-Markets,4,MSc Psychology_Year_4
PSY-403,PhD Psychology,Maximize Killer Functionalities,1,PhD Psychology_Year_1
PSY-854,PhD Psychology,Drive B2B Metrics,1,PhD Psychology_Year_1
PSY-630,PhD Psychology,Streamline Global Architectures,1,PhD Psychology_Year_1
PSY-134,PhD Psychology,Harness Proactive Supply-Chains,1,PhD Psychology_Year_1
PSY-719,PhD Psychology,Monetize Dynamic Applications,1,PhD Psychology_Year_1
PSY-718,PhD Psychology,Synthesize Dynamic Communities,1,PhD Psychology_Year_1
PSY-535,PhD Psychology,Benchmark Intuitive Supply-Chains,1,PhD Psychology_Year_1
PSY-101,PhD Psychology,Engineer Proactive Markets,1,PhD Psychology_Year_1
PSY-275,PhD Psychology,Facilitate E-Business Bandwidth,1,PhD Psychology_Year_1
PSY-339,PhD Psychology,Benchmark Leading-Edge Action-Items,1,PhD Psychology_Year_1
PSY-539,PhD Psychology,Expedite Web-Enabled Infrastructures,2,PhD Psychology_Year_2
PSY-867,PhD Psychology,Grow Front-End Functionalities,2,PhD Psychology_Year_2
PSY-766,PhD Psychology,Enable Distributed Methodologies,2,PhD Psychology_Year_2
PSY-830,PhD Psychology,Implement Enterprise Models,2,PhD Psychology_Year_2
PSY-882,PhD Psychology,Re-Contextualize Cutting-Edge Experiences,2,PhD Psychology_Year_2
PSY-399,PhD Psychology,Incentivize Virtual Relationships,2,PhD Psychology_Year_2
PSY-826,PhD Psychology,Benchmark Wireless Metrics,2,PhD Psychology_Year_2
PSY-735,PhD Psychology,Engage Rich Eyeballs,2,PhD Psychology_Year_2
PSY-608,PhD Psychology,Synthesize Visionary Communities,2,PhD Psychology_Year_2
PSY-554,PhD Psychology,Re-Contextualize Integrated Infrastructures,2,PhD Psychology_Year_2
PSY-458,PhD Psychology,Drive Plug-And-Play E-Tailers,3,PhD Psychology_Year_3
PSY-267,PhD Psychology,Expedite Clicks-And-Mortar Models,3,PhD Psychology_Year_3
PSY-988,PhD Psychology,Streamline Innovative Web-Readiness,3,PhD Psychology_Year_3
PSY-288,PhD Psychology,Leverage Visionary Info-Mediaries,3,PhD Psychology_Year_3
PSY-442,PhD Psychology,Reinvent Front-End Metrics,3,PhD Psychology_Year_3
PSY-442,PhD Psychology,Aggregate Web-Enabled Systems,3,PhD Psychology_Year_3
PSY-699,PhD Psychology,Unleash Innovative Mindshare,3,PhD Psychology_Year_3
PSY-689,PhD Psychology,Productize Mission-Critical Users,3,PhD Psychology_Year_3
PSY-981,PhD Psychology,Strategize Extensible Methodologies,3,PhD Psychology_Year_3
PSY-749,PhD Psychology,Transform Customized Partnerships,3,PhD Psychology_Year_3
PSY-306,PhD Psychology,Benchmark Clicks-And-Mortar Applications,4,PhD Psychology_Year_4
PSY-486,PhD Psychology,Orchestrate Turn-Key Technologies,4,PhD Psychology_Year_4
PSY-949,PhD Psychology,Transition Leading-Edge Content,4,PhD Psychology_Year_4
PSY-803,PhD Psychology,Strategize Front-End Paradigms,4,PhD Psychology_Year_4
PSY-602,PhD Psychology,Re-Intermediate Front-End Info-Mediaries,4,PhD Psychology_Year_4
PSY-406,PhD Psychology,Disintermediate World-Class Mindshare,4,PhD Psychology_Year_4
PSY-822,PhD Psychology,Visualize Wireless Eyeballs,4,PhD Psychology_Year_4
PSY-277,PhD Psychology,Utilize Killer E-Markets,4,PhD Psychology_Year_4
PSY-177,PhD Psychology,Streamline Holistic Networks,4,PhD Psychology_Year_4
PSY-106,PhD Psychology,Morph Ubiquitous Users,4,PhD Psychology_Year_4
PHI-808,BA Philosophy,Innovate Value-Added Mindshare,1,BA Philosophy_Year_1
PHI-724,BA Philosophy,Re-Intermediate Virtual E-Services,1,BA Philosophy_Year_1
PHI-282,BA Philosophy,Optimize Intuitive Eyeballs,1,BA Philosophy_Year_1
PHI-617,BA Philosophy,Revolutionize Ubiquitous Channels,1,BA Philosophy_Year_1
PHI-423,BA Philosophy,Re-Contextualize Dot-Com Action-Items,1,BA Philosophy_Year_1
PHI-394,BA Philosophy,Facilitate Sticky Schemas,1,BA Philosophy_Year_1
PHI-634,BA Philosophy,Implement Revolutionary Experiences,1,BA Philosophy_Year_1
PHI-402,BA Philosophy,Drive Mission-Critical Eyeballs,1,BA Philosophy_Year_1
PHI-907,BA Philosophy,Extend Revolutionary Networks,1,BA Philosophy_Year_1
PHI-348,BA Philosophy,Deploy Bricks-And-Clicks Functionalities,1,BA Philosophy_Year_1
PHI-500,BA Philosophy,Engage Best-Of-Breed E-Markets,2,BA Philosophy_Year_2
PHI-626,BA Philosophy,Repurpose Intuitive Applications,2,BA Philosophy_Year_2
PHI-958,BA Philosophy,Enhance Wireless Web-Readiness,2,BA Philosophy_Year_2
PHI-244,BA Philosophy,Re-Contextualize Leading-Edge E-Services,2,BA Philosophy_Year_2
PHI-748,BA Philosophy,Deploy B2B Channels,2,BA Philosophy_Year_2
PHI-271,BA Philosophy,Target Robust Bandwidth,2,BA Philosophy_Year_2
PHI-580,BA Philosophy,Repurpose Web-Enabled E-Tailers,2,BA Philosophy_Year_2
PHI-114,BA Philosophy,Orchestrate Cutting-Edge E-Business,2,BA Philosophy_Year_2
PHI-786,BA Philosophy,Engineer One-To-One Vortals,2,BA Philosophy_Year_2
PHI-108,BA Philosophy,Morph Impactful Functionalities,2,BA Philosophy_Year_2
PHI-872,BA Philosophy,Enable Bricks-And-Clicks Action-Items,3,BA Philosophy_Year_3
PHI-767,BA Philosophy,Maximize World-Class Web-Readiness,3,BA Philosophy_Year_3
PHI-687,BA Philosophy,Extend Enterprise Channels,3,BA Philosophy_Year_3
PHI-625,BA Philosophy,Aggregate Interactive Info-Mediaries,3,BA Philosophy_Year_3
PHI-188,BA Philosophy,Envisioneer Mission-Critical Systems,3,BA Philosophy_Year_3
PHI-423,BA Philosophy,Empower Proactive E-Business,3,BA Philosophy_Year_3
PHI-414,BA Philosophy,Exploit Mission-Critical Portals,3,BA Philosophy_Year_3
PHI-336,BA Philosophy,Syndicate Efficient Relationships,3,BA Philosophy_Year_3
PHI-207,BA Philosophy,Revolutionize Compelling Interfaces,3,BA Philosophy_Year_3
PHI-287,BA Philosophy,Engage Revolutionary Initiatives,3,BA Philosophy_Year_3
PHI-746,BA Philosophy,Reinvent Collaborative Models,4,BA Philosophy_Year_4
PHI-801,BA Philosophy,Mesh Cross-Platform Web Services,4,BA Philosophy_Year_4
PHI-236,BA Philosophy,Innovate Frictionless E-Markets,4,BA Philosophy_Year_4
PHI-197,BA Philosophy,Maximize Strategic Paradigms,4,BA Philosophy_Year_4
PHI-892,BA Philosophy,Evolve Revolutionary Communities,4,BA Philosophy_Year_4
PHI-411,BA Philosophy,Implement Integrated Web Services,4,BA Philosophy_Year_4
PHI-208,BA Philosophy,Productize Holistic E-Markets,4,BA Philosophy_Year_4
PHI-554,BA Philosophy,Engineer Customized Communities,4,BA Philosophy_Year_4
PHI-620,BA Philosophy,Leverage Sticky Vortals,4,BA Philosophy_Year_4
PHI-507,BA Philosophy,Enable Enterprise Relationships,4,BA Philosophy_Year_4
PHI-279,MA Philosophy,Engage Mission-Critical Interfaces,1,MA Philosophy_Year_1
PHI-236,MA Philosophy,Redefine Best-Of-Breed Web Services,1,MA Philosophy_Year_1
PHI-109,MA Philosophy,Unleash Killer E-Markets,1,MA Philosophy_Year_1
PHI-113,MA Philosophy,Incentivize Real-Time Deliverables,1,MA Philosophy_Year_1
PHI-976,MA Philosophy,Integrate Cross-Platform Schemas,1,MA Philosophy_Year_1
PHI-755,MA Philosophy,Target Cross-Media Markets,1,MA Philosophy_Year_1
PHI-917,MA Philosophy,Orchestrate Revolutionary Deliverables,1,MA Philosophy_Year_1
PHI-580,MA Philosophy,Mesh 24/365 Info-Mediaries,1,MA Philosophy_Year_1
PHI-774,MA Philosophy,Transform Wireless Systems,1,MA Philosophy_Year_1
PHI-140,MA Philosophy,Empower World-Class Solutions,1,MA Philosophy_Year_1
PHI-659,MA Philosophy,Empower Cutting-Edge E-Commerce,2,MA Philosophy_Year_2
PHI-571,MA Philosophy,Cultivate Open-Source Platforms,2,MA Philosophy_Year_2
PHI-698,MA Philosophy,Leverage User-Centric Systems,2,MA Philosophy_Year_2
PHI-337,MA Philosophy,Redefine Wireless Relationships,2,MA Philosophy_Year_2
PHI-930,MA Philosophy,Transform Out-Of-The-Box Applications,2,MA Philosophy_Year_2
PHI-823,MA Philosophy,Visualize Vertical Markets,2,MA Philosophy_Year_2
PHI-238,MA Philosophy,Reinvent Virtual Solutions,2,MA Philosophy_Year_2
PHI-526,MA Philosophy,Brand Cutting-Edge Architectures,2,MA Philosophy_Year_2
PHI-246,MA Philosophy,Envisioneer 24/365 Eyeballs,2,MA Philosophy_Year_2
PHI-133,MA Philosophy,Redefine Open-Source E-Services,2,MA Philosophy_Year_2
PHI-404,MA Philosophy,E-Enable Frictionless E-Tailers,3,MA Philosophy_Year_3
PHI-981,MA Philosophy,Leverage Granular Eyeballs,3,MA Philosophy_Year_3
PHI-261,MA Philosophy,Re-Contextualize Out-Of-The-Box Solutions,3,MA Philosophy_Year_3
PHI-907,MA Philosophy,Transition Seamless Deliverables,3,MA Philosophy_Year_3
PHI-828,MA Philosophy,Re-Intermediate 24/7 Web-Readiness,3,MA Philosophy_Year_3
PHI-893,MA Philosophy,Re-Contextualize Enterprise Action-Items,3,MA Philosophy_Year_3
PHI-957,MA Philosophy,Maximize Granular Info-Mediaries,3,MA Philosophy_Year_3
PHI-698,MA Philosophy,Streamline Strategic Deliverables,3,MA Philosophy_Year_3
PHI-383,MA Philosophy,Engineer Sticky Portals,3,MA Philosophy_Year_3
PHI-965,MA Philosophy,Cultivate Intuitive Partnerships,3,MA Philosophy_Year_3
PHI-919,MA Philosophy,Iterate Intuitive Networks,4,MA Philosophy_Year_4
PHI-891,MA Philosophy,Unleash Dot-Com Functionalities,4,MA Philosophy_Year_4
PHI-500,MA Philosophy,Iterate Sticky Deliverables,4,MA Philosophy_Year_4
PHI-953,MA Philosophy,Matrix Leading-Edge Mindshare,4,MA Philosophy_Year_4
PHI-645,MA Philosophy,Cultivate E-Business Applications,4,MA Philosophy_Year_4
PHI-990,MA Philosophy,Maximize Bricks-And-Clicks Solutions,4,MA Philosophy_Year_4
PHI-630,MA Philosophy,Innovate Virtual Portals,4,MA Philosophy_Year_4
PHI-701,MA Philosophy,E-Enable 24/365 Systems,4,MA Philosophy_Year_4
PHI-210,MA Philosophy,Transition Vertical Paradigms,4,MA Philosophy_Year_4
PHI-629,MA Philosophy,Evolve Back-End Content,4,MA Philosophy_Year_4
PHI-344,PhD Philosophy,Transform Intuitive Info-Mediaries,1,PhD Philosophy_Year_1
PHI-179,PhD Philosophy,Productize Open-Source Models,1,PhD Philosophy_Year_1
PHI-459,PhD Philosophy,Harness Ubiquitous Infrastructures,1,PhD Philosophy_Year_1
PHI-575,PhD Philosophy,Innovate Cutting-Edge Platforms,1,PhD Philosophy_Year_1
PHI-983,PhD Philosophy,Embrace Enterprise Platforms,1,PhD Philosophy_Year_1
PHI-885,PhD Philosophy,Integrate Clicks-And-Mortar Web Services,1,PhD Philosophy_Year_1
PHI-754,PhD Philosophy,Orchestrate Next-Generation Models,1,PhD Philosophy_Year_1
PHI-776,PhD Philosophy,Synthesize Intuitive Vortals,1,PhD Philosophy_Year_1
PHI-363,PhD Philosophy,Grow Distributed Bandwidth,1,PhD Philosophy_Year_1
PHI-992,PhD Philosophy,Synergize Scalable Roi,1,PhD Philosophy_Year_1
PHI-364,PhD Philosophy,Incubate Revolutionary E-Commerce,2,PhD Philosophy_Year_2
PHI-550,PhD Philosophy,Disintermediate One-To-One Initiatives,2,PhD Philosophy_Year_2
PHI-425,PhD Philosophy,Maximize Cross-Platform Interfaces,2,PhD Philosophy_Year_2
PHI-122,PhD Philosophy,Facilitate Wireless Roi,2,PhD Philosophy_Year_2
PHI-537,PhD Philosophy,Strategize Seamless Models,2,PhD Philosophy_Year_2
PHI-950,PhD Philosophy,Strategize 24/7 Web-Readiness,2,PhD Philosophy_Year_2
PHI-214,PhD Philosophy,Aggregate Customized Roi,2,PhD Philosophy_Year_2
PHI-164,PhD Philosophy,Engage Extensible Partnerships,2,PhD Philosophy_Year_2
PHI-972,PhD Philosophy,E-Enable Customized Applications,2,PhD Philosophy_Year_2
PHI-939,PhD Philosophy,Utilize Holistic Technologies,2,PhD Philosophy_Year_2
PHI-261,PhD Philosophy,Integrate Cutting-Edge Paradigms,3,PhD Philosophy_Year_3
PHI-444,PhD Philosophy,Extend Magnetic Deliverables,3,PhD Philosophy_Year_3
PHI-698,PhD Philosophy,Embrace Enterprise Info-Mediaries,3,PhD Philosophy_Year_3
PHI-755,PhD Philosophy,Brand Enterprise Networks,3,PhD Philosophy_Year_3
PHI-825,PhD Philosophy,E-Enable Value-Added Vortals,3,PhD Philosophy_Year_3
PHI-930,PhD Philosophy,Unleash Viral E-Tailers,3,PhD Philosophy_Year_3
PHI-669,PhD Philosophy,Maximize User-Centric Schemas,3,PhD Philosophy_Year_3
PHI-636,PhD Philosophy,Re-Intermediate Revolutionary Content,3,PhD Philosophy_Year_3
PHI-664,PhD Philosophy,Deliver Seamless Experiences,3,PhD Philosophy_Year_3
PHI-502,PhD Philosophy,Reinvent Bleeding-Edge Systems,3,PhD Philosophy_Year_3
PHI-299,PhD Philosophy,Seize Value-Added Eyeballs,4,PhD Philosophy_Year_4
PHI-858,PhD Philosophy,Implement Cross-Media Communities,4,PhD Philosophy_Year_4
PHI-262,PhD Philosophy,Maximize E-Business Mindshare,4,PhD Philosophy_Year_4
PHI-481,PhD Philosophy,Enable 24/365 E-Tailers,4,PhD Philosophy_Year_4
PHI-282,PhD Philosophy,Integrate Clicks-And-Mortar Action-Items,4,PhD Philosophy_Year_4
PHI-794,PhD Philosophy,Enable Frictionless Mindshare,4,PhD Philosophy_Year_4
PHI-668,PhD Philosophy,Implement Scalable Eyeballs,4,PhD Philosophy_Year_4
PHI-956,PhD Philosophy,Aggregate Intuitive Methodologies,4,PhD Philosophy_Year_4
PHI-440,PhD Philosophy,Transition Best-Of-Breed E-Markets,4,PhD Philosophy_Year_4
PHI-659,PhD Philosophy,Architect Holistic Vortals,4,PhD Philosophy_Year_4
LAW-671,LLB Law,Strategize Holistic Portals,1,LLB Law_Year_1
LAW-894,LLB Law,Deliver Visionary Communities,1,LLB Law_Year_1
LAW-435,LLB Law,Enable 24/7 Convergence,1,LLB Law_Year_1
LAW-806,LLB Law,Evolve Robust Mindshare,1,LLB Law_Year_1
LAW-641,LLB Law,Deploy Enterprise Functionalities,1,LLB Law_Year_1
LAW-438,LLB Law,Matrix Viral Roi,1,LLB Law_Year_1
LAW-944,LLB Law,Embrace Revolutionary Communities,1,LLB Law_Year_1
LAW-276,LLB Law,Utilize Frictionless Platforms,1,LLB Law_Year_1
LAW-217,LLB Law,Integrate Sticky Roi,1,LLB Law_Year_1
LAW-121,LLB Law,Brand Vertical Web-Readiness,1,LLB Law_Year_1
LAW-441,LLB Law,Visualize Killer Action-Items,2,LLB Law_Year_2
LAW-970,LLB Law,Re-Contextualize Intuitive Platforms,2,LLB Law_Year_2
LAW-612,LLB Law,Incubate Clicks-And-Mortar Methodologies,2,LLB Law_Year_2
LAW-250,LLB Law,Orchestrate Robust Roi,2,LLB Law_Year_2
LAW-457,LLB Law,Re-Contextualize End-To-End Web Services,2,LLB Law_Year_2
LAW-393,LLB Law,Aggregate Robust Info-Mediaries,2,LLB Law_Year_2
LAW-425,LLB Law,Monetize Out-Of-The-Box Systems,2,LLB Law_Year_2
LAW-796,LLB Law,Syndicate Proactive Deliverables,2,LLB Law_Year_2
LAW-482,LLB Law,E-Enable Value-Added Bandwidth,2,LLB Law_Year_2
LAW-559,LLB Law,Syndicate Seamless Infrastructures,2,LLB Law_Year_2
LAW-868,LLB Law,Evolve Distributed Paradigms,3,LLB Law_Year_3
LAW-605,LLB Law,Deliver Real-Time Initiatives,3,LLB Law_Year_3
LAW-890,LLB Law,Empower End-To-End E-Services,3,LLB Law_Year_3
LAW-369,LLB Law,Utilize Frictionless Models,3,LLB Law_Year_3
LAW-371,LLB Law,Synthesize Virtual Niches,3,LLB Law_Year_3
LAW-366,LLB Law,Incubate Impactful Action-Items,3,LLB Law_Year_3
LAW-579,LLB Law,Innovate Value-Added Technologies,3,LLB Law_Year_3
LAW-312,LLB Law,Grow Clicks-And-Mortar Action-Items,3,LLB Law_Year_3
LAW-262,LLB Law,Envisioneer B2B Metrics,3,LLB Law_Year_3
LAW-200,LLB Law,Embrace Extensible Architectures,3,LLB Law_Year_3
LAW-899,LLB Law,Benchmark Viral Convergence,4,LLB Law_Year_4
LAW-369,LLB Law,Exploit Mission-Critical Supply-Chains,4,LLB Law_Year_4
LAW-716,LLB Law,Enable Intuitive E-Tailers,4,LLB Law_Year_4
LAW-520,LLB Law,Generate Real-Time Vortals,4,LLB Law_Year_4
LAW-330,LLB Law,Drive Out-Of-The-Box E-Commerce,4,LLB Law_Year_4
LAW-349,LLB Law,Incentivize B2B Initiatives,4,LLB Law_Year_4
LAW-379,LLB Law,Brand Web-Enabled Channels,4,LLB Law_Year_4
LAW-726,LLB Law,Innovate Distributed Roi,4,LLB Law_Year_4
LAW-528,LLB Law,Harness Granular Functionalities,4,LLB Law_Year_4
LAW-364,LLB Law,Unleash Mission-Critical Systems,4,LLB Law_Year_4
LAW-616,LLM Law,Target Value-Added Supply-Chains,1,LLM Law_Year_1
LAW-803,LLM Law,Monetize Integrated Web Services,1,LLM Law_Year_1
